ID,feature_vector
141,"{0.5337444713473503,0.1940868492674541,1.3316531269373897,-0.2445363623939561,0.6539970598019185,0.4263992959406497,0.2204148796839685,-2.467843897296353,0.3853868457607338,1.323830022684935}"
142,"{0.0824023622718175,-1.414061676150219,-0.0781833873068784,-0.0802269911891771,-0.1363658281873766,-1.2202044376808037,-1.6422045972662038,0.3718385287198952,0.1521883044615358,-0.3595152932461634}"
143,"{-0.7113595350857412,0.0644389964637649,2.29499532776582,0.0151348298694823,-1.2543761490128238,-1.408961499758506,-0.4737458950604338,-0.3757981406824617,0.5563011921561425,0.9787436846892068}"
144,"{-0.6794369850775495,1.4461958601016751,1.069066657148699,-0.1387951702498585,0.8377417307012357,-0.6670599686201787,-0.1162851359748236,-0.0432820208982913,0.4372229121568787,0.8062619318791279}"
145,"{-0.6072799914411251,1.1376126375913584,-0.5474966837724321,-0.2053678715932564,-2.0302771305665117,0.5539039583237272,-1.2259957456450383,-0.1697556108077909,0.834528997287331,0.1803507408739021}"
146,"{1.2440830918394172,0.0574058980368154,-2.4636470685657423,0.0183656012900793,1.28035852993452,-0.9564621840530836,1.5958040977800405,0.2320490689070923,1.4717208073939994,0.7871517426258348}"
147,"{0.0392284491588169,0.7027628164211641,-0.7107574358930596,-0.0725124549593822,0.7915027090546465,0.6610911965732353,1.5577857688400512,-0.5235636586725202,0.5700510628516327,-0.3797605908557057}"
148,"{0.9160738008956874,2.015967239364523,2.184115537134074,-0.3224612506640553,1.2770735499790808,0.7974134078710031,1.4707243085252424,1.0327137252473522,-0.6927358856462583,0.1377021873409537}"
149,"{-0.2556341233473925,-1.498040072185738,0.7349078687368432,0.8437972060879951,-0.0072794308943618,-0.009038854421683,-1.0439641397998665,0.5140838402790617,0.0793635099499225,-1.2928168039465142}"
150,"{-0.7141475744992625,-0.0412112057595609,0.1165285134339698,-1.250819016052238,-1.5422042707235355,-0.572728246871874,2.196690756333469,0.8248385982818458,0.7286386787159949,0.5424159382716225}"
151,"{-1.5513393286000772,-0.4831969541551337,1.0787497456696238,-0.2019663645019179,-1.278117966559424,0.3099227342022105,0.1086129148744475,0.2061424239626701,0.2417482960438605,-0.3706991279268901}"
152,"{-0.6620789707655189,-2.215380149068997,3.0172431262967057,0.2129888686847919,0.1910946930469189,-0.2876835212095383,-1.239365420173227,-0.8465021106891137,-0.087172836149502,0.1051568716985713}"
153,"{-2.095172708004113,0.8223479963848302,-1.4573092152260068,1.2029946328156993,-0.2781979275802559,0.9929552873243322,-0.3328046339246096,-1.0495229848793983,-0.4525904813100783,-0.1017704440561292}"
154,"{-0.5140246878597267,0.5767931629208767,-0.4897613161579737,0.1588603360084097,0.0754387202179878,0.2853469203310079,1.3237117875884932,1.382186756427954,0.0438349450422427,0.03688933929184}"
155,"{-0.9589201639398702,-1.6498990762664512,1.1137552048242645,0.1008791024456153,-0.3087450773105676,0.1714853589016399,0.4369706962494572,0.9712887290062948,1.5011410010902289,-0.8479461803795719}"
156,"{-0.187586860169706,0.1573847743508745,-0.0511965781191164,1.648353347902839,-1.101840874312123,1.8750960585700691,-0.6740946715816137,0.1374193192801832,0.0701784994329579,-0.3506900749571731}"
157,"{1.8994620177854016,1.5253236753920636,-1.7860115037577562,0.8231582105548756,1.0982432348496154,1.1169576862867017,-0.0001981649969565,-0.2669679891847524,-1.5136785284398664,0.33148298854477}"
158,"{0.6279922371693091,-0.3497005061771825,0.294003952124679,2.5799214942806588,-2.225008968556154,0.2615341024170454,-0.0472472579043276,-1.1005104737345033,-0.0916542705468739,2.725638013346734}"
159,"{0.6544046066768028,1.3253864765636572,-0.4202323162092491,-0.7149273776614798,0.4106797791096346,-0.1168540804826699,-1.134075229071692,-0.9051826946378578,1.3194917928692838,-0.7428632642503665}"
160,"{-1.906751952835878,-1.4881520528317955,-0.5826017619726419,-0.0726890786527969,0.3370237898967231,-0.2541381528121258,-1.0990732824490292,0.395123168683854,-0.374014717774928,-1.0037006274932487}"
161,"{-0.1781136205327115,2.1892149357382404,0.9919716246579054,-1.241446049528888,-1.0734738060342186,0.5304358476426706,1.1735440336789216,-0.5967504199318355,0.0266736130752528,-0.7080258567269004}"
162,"{-1.403662430715527,-0.3150229939258865,-0.0324448647610044,-0.8957872357143798,-1.252531291313345,-1.369696681622612,1.2466325627703456,1.3663980798568822,-1.698197940085749,-1.6293745770041663}"
163,"{1.347120861832224,0.2031497216292881,1.1128846768335057,-0.2445046130760547,0.412593338408232,-0.5095626830167367,1.1211223914184014,1.1666172422446428,-1.6918819728617105,0.3459875675546517}"
164,"{0.3641453894243575,-2.224696674455926,-0.975081543169814,-0.17507591832075,0.1679173166820545,-0.0248123683135095,0.1110405672440327,0.2012275318316187,0.3766952231656933,1.3728722594300506}"
165,"{1.29920022187801,-1.833241880388972,0.1867804216218522,-2.086403684209269,-0.8681280423804008,-0.2760628284657273,0.1223148861341898,-0.512268904567872,-0.1627162692213328,1.8509074221548705}"
166,"{0.0613168620826635,-0.2958173584285117,1.6933500731708258,0.2853406166415411,-0.3302044702620172,-1.2872327230066614,1.149083586455922,-0.7398710021785331,-0.0416083061956533,-0.3123952265000029}"
167,"{-1.0407503197558396,-1.8634465241273035,-0.3087047517742111,-0.4808771221993519,-0.2859671729332642,0.0733065600611302,0.6322172805645221,-1.0376287117490652,0.121033189311704,-0.8289000961013193}"
168,"{-0.6877255240512388,0.9195600775545958,1.3203958033551488,-1.089671533600631,-0.1489491126563344,-0.4508851230146173,0.6724157540639575,-0.5137148227214676,-0.2583686279072277,0.3807493891902423}"
169,"{1.4852392978746134,0.183146759234859,-0.9402727004874308,-0.2405754627705636,-0.1177470205858603,0.4033290108841129,-1.3868253066825522,0.1559390553023541,1.050323750178644,-1.0123207042334612}"
170,"{-0.7065471934955128,0.9245467803305428,0.3528242606003545,0.2115653851094046,1.2755068333861417,-1.959528375538966,-1.3551127470244744,0.6639099862442222,0.9932121690303556,1.3974420975776238}"
171,"{-0.9951929725834516,1.9215566593781157,0.623764639193832,-0.416625139737678,-0.6243702585694624,1.4070258389858246,0.1606307703646445,1.136142384079248,-1.1804136618509735,0.2360852078084781}"
172,"{-0.0882598531315102,-1.9783129693276864,0.1610135071744595,-1.5895174947885022,0.1424230484593074,0.5715523515571517,-1.4652033578053354,-0.1772822891791086,-0.0120132118506895,0.4019925779060745}"
173,"{-0.2137443394510425,0.6275071598375862,-0.6269097967658985,-2.0325331022828035,-0.2652566731068613,0.1087792224223129,0.9316397832308158,-0.3049723370006828,0.2586823506572105,-0.1449200942582209}"
174,"{2.1969473465947207,0.8853270991708313,0.0900094132603341,1.1553290966317036,0.7226243680951336,-0.2901369603827053,0.8869602672489215,0.5834020499813105,0.9058387815592032,0.6193411333819471}"
175,"{0.7947857417551588,0.0697275897048199,-0.7216019121990886,-1.3904000718682086,0.1638940390856701,0.1461419126789641,0.5295145101036113,-0.6085618500872505,-0.4680517370798304,-0.0246938184695513}"
176,"{1.6353809809370274,0.4461177884403197,0.7968789492287982,0.4709000503980147,-0.1353660683798839,0.8950606551036175,-0.553903218481644,0.0042274305546015,-0.1065189201748233,0.9179194509563392}"
177,"{-0.9401824701093454,0.2107390266891789,0.6119696338152829,2.1676597598991383,0.9903883230618116,-1.2347192230413104,-1.3964363228307464,-0.7810273108527758,0.7092517390367933,0.2917547434826028}"
178,"{-1.3955636033536047,0.1213806480779964,0.4583976056125104,0.1899929992532521,-0.7830578152411453,-0.001681774322314,-1.1237916811900437,-0.9888163419772192,-0.0316845770117441,0.7325159792588182}"
179,"{-0.4722009459641275,-0.442081835059624,0.531503752581763,-0.4836034677995824,0.8715253178051526,-0.2445140416486401,-0.9222505784014448,0.1720876883849337,-0.610833251013054,-0.809582201625706}"
180,"{-0.3056793688839035,-0.0247363398249357,-0.7645732565283553,-0.4113001258325283,-1.026597740558538,-1.117069792833688,0.6994850433777418,-1.252344650523972,-0.3126853098899317,-1.3500388165205466}"
181,"{2.121724866229527,0.8311064673327061,0.4926050087771004,1.1488625370961765,-0.6205329242596105,-0.3043587132474671,-1.0108966587830708,0.0427831584717486,-0.5285211661967919,-0.994609013467574}"
182,"{0.2630034466961731,1.0989078291553722,0.6376147734642935,-0.8323845169227277,-0.6155658607388335,-0.0672147778530694,-0.7937795444320784,-0.8126331940371763,0.250534446240866,-1.450317151436043}"
183,"{-1.7748157411568315,-2.1488475906979048,0.1121518822918648,-1.3020383845324115,0.9221407776646264,-1.4008973992034164,-1.2819624230787126,-0.0049778556984846,0.3447818219237824,-1.2399012581675717}"
184,"{0.7520510314909651,1.203924105386194,1.8887608726065983,1.285234608266593,0.4583726834239673,0.0680775308555483,0.0037082267245711,-0.4815763086385268,0.3306400719552178,-0.485012715495196}"
185,"{0.9881231122047012,-1.576198024519755,-0.9034928090167588,0.6884153559622208,1.5388081843452723,0.9708536244206556,-0.8223070001587551,-0.1081432965082755,-0.473035233122249,0.4820237736163409}"
186,"{1.6553697306770765,1.117290767575649,-1.3815718280967535,-0.0314904507710841,-1.0362418369322892,-0.4226284906708555,-3.340299242052638,0.7301198452418365,1.3783333663355677,1.5278826610652745}"
187,"{0.3926084857757299,-0.0175714001482958,-0.2711391588913814,0.3131227129710111,0.2316014921647481,-0.4710721081797466,-0.0955017434490741,-0.2359609522387767,-0.0268135232935498,-0.2670595255685242}"
188,"{0.3438490373573926,0.3619067396662336,0.3600214961722371,0.7737905381972568,-0.2741811443123468,-0.7182344514398326,1.0758623680951285,0.3356650502243001,1.4697975825860607,0.6422238223399261}"
189,"{-0.7899512665575085,0.2030633224438949,0.2722673114437757,-0.6948991866932808,1.519222478174972,-2.0124218492975614,1.0940489831663718,-0.644794258095855,0.679511695307528,-0.3039854224200634}"
190,"{0.5082597368399596,0.8879150196656622,0.0203981189332286,1.823201003028196,-0.0841691935551099,0.6259024935862074,0.983831635851917,-1.1868576606523855,0.9584189484852712,0.0309667044282942}"
191,"{1.2887165826123232,1.6768613760127793,-0.4752739096859246,1.209091670172911,2.3185858392326653,-2.1486582947808937,0.0399225673190144,0.3423737790031779,0.1193983557344731,-0.3751510190828464}"
192,"{1.9310625607977323,0.6454289034141917,-0.47294475575875,0.7870270294884222,-1.3622180105841906,-0.2522609405181032,0.0289280884411057,-0.8963719186073191,-1.7404578881582238,0.3966115079066637}"
193,"{-1.8205771360585348,-0.3913313858971545,1.108614966093925,0.0830935267804506,-0.5958478913067167,-1.1331701648137542,-0.6792106275836857,-1.5738651204254597,1.1399028776920093,0.4333999779938695}"
194,"{0.736686849553128,-0.5820495242266459,-1.1523748530787714,2.022129173554561,0.972587137013582,-1.0995463001993058,0.2521821851025649,0.5793092218559474,-2.3038812902708616,-0.0892371017668187}"
195,"{-0.6009119279185259,0.3020462897332475,1.8495986608716697,-0.4789833104181692,1.0337419664161167,-0.6712298628929252,-0.8684096770088129,0.3859866320131581,1.117762771274577,1.136906654228595}"
196,"{2.0247767744060674,-0.134067751540903,-0.5681536782946603,-0.4977050149927037,-1.6509668099143735,1.4330424300770048,0.6409871415040176,-0.5660625858187375,0.5290069178360306,1.4583631789456906}"
197,"{-1.2964552928902957,-1.0685168829942355,0.9802644047183262,-0.5045347727215767,-0.8017650091689534,-1.178319360108113,-2.532287162846212,-0.9286873132760632,-0.7891831070150349,-0.3064752837515634}"
198,"{1.7210824175329356,-1.0213017949169163,0.7076932180574373,-0.8013244820587571,-0.5698315295710031,0.9089620237015263,0.3998363021195028,-0.4631825397202144,-1.318884769849721,0.8416990654773988}"
199,"{-0.3779720734667781,0.8706146279411964,-0.5010364987979519,0.8378897629918356,0.009658519074382,0.2509960197500496,-0.7007819553825757,-0.28639703427797,0.4670208096523768,0.9601463652361626}"
200,"{-0.2129870551631025,0.5918289246897905,-0.7984306554623156,0.9218040499009066,2.003725541301147,0.2398465159530007,-0.8912467158690452,1.0441364158327486,-0.5787349411597918,0.7742001121378933}"
201,"{-0.7991076083796506,0.8015837192053169,0.5832010196808545,0.4149842032413963,-0.5857876409080831,-1.220393867497222,-2.019221320978571,-0.8310393485538875,0.10995991874946,-1.8085684760488396}"
202,"{0.6093887088411987,0.4142388367686206,-2.1367968920764278,1.8959243889548447,0.4910091937127424,1.443858904035282,1.3793590496542978,2.0269152592304134,-1.035971972724821,1.553123632996063}"
203,"{-0.754834649922632,0.3909962409132907,0.974668068843125,-0.1714373749503343,-0.6625796627475925,-0.5506141030546132,-1.4788860101408106,-0.9067324946016512,0.9137956296400704,0.3018758903237989}"
204,"{-0.6059299678464181,-1.5136001841212143,1.0261572858152088,-0.3797604151295864,0.7443510450793653,-0.6088490602290828,-0.0382238225899707,-1.4407175752990713,0.9849503753758008,-0.917957375983815}"
205,"{-0.4418141259045582,-0.5610206357301825,0.2800432327156812,2.6246043490004527,0.0773443388806948,-0.309538350616601,0.9286519645375244,0.4607170877527125,-0.2356846511599968,0.9371593307616902}"
206,"{-1.5929894960445776,-0.6190046499398819,0.0403436805319575,-1.1456963932708053,0.7683876065915334,0.4353842510020118,-0.0229986076807708,1.4800686623717858,0.1452680651454495,2.766602108365979}"
207,"{0.664787105266398,0.0095279025531567,0.2554589553641859,0.1375905637510558,-1.623166237098707,1.4190374633279672,1.8582968810789728,-1.5496493166860985,-1.132497708615944,2.0525017236386645}"
208,"{0.3034887261451369,1.41121683279076,-0.5705850612137154,0.6368161283786908,1.02162411307391,-0.022814013093164,-1.119930160921192,-2.558650613956657,1.6170113388161746,-0.7644481774859674}"
209,"{0.6059684084451257,1.105949821614174,1.2250139736730046,-0.1145977117660981,-1.9722877435441304,-0.178053903359508,-1.356039966071924,-1.1031320806013585,1.6948352831758124,0.9024372679067572}"
210,"{0.56343437936173,0.5112699849155945,-2.4082847922538164,0.8059284053068445,-0.5606621061992236,1.0171546292976072,0.1800178430832882,1.188542701962337,-0.9221882627456768,0.9237482884158372}"
211,"{-1.0109480211814448,-1.8469127999080144,0.1951950628647984,-1.0138842152344263,0.9893232124392316,-1.0523708051741556,0.0395894123290688,0.9107415330606125,-0.0419615766733436,-1.1345487276422332}"
212,"{0.6320077657266561,-1.8821088533274613,0.3802515670354133,-1.2186937935704532,1.3614121761740563,-0.6543276180683203,-1.1475816751857149,-0.1998883828264738,-2.076544322142824,-0.3405315738047129}"
213,"{-0.6021231692773319,0.2475808801220753,-0.2096595799113184,-0.1165843898047939,0.5167065048580288,-0.1395082766355657,1.2807899077760765,-0.9873036921248608,-0.9962602236995024,-1.1263503639212056}"
214,"{0.0273845096515134,0.3351862850182319,-3.006952098616046,1.230387819904355,0.2547278633606901,-0.6968480924087909,0.1522117468624943,-0.8886022028012867,-0.2160301425164376,-0.2410954712285486}"
215,"{0.4248857680226037,0.8873267903127776,1.1523217460449546,-1.106721163986982,0.398617751446935,-1.6664360909262357,-1.0755985828115642,-1.4106636644943809,0.4323185834033602,1.606213987647808}"
216,"{0.0782089433102643,0.6791985401775521,1.6079188743558963,-0.3400139284124158,-0.3216310457779943,0.9014468904655089,-0.2527467683352932,0.3652248029133443,1.197625607742458,-0.0927248896737489}"
217,"{0.6621982108153673,2.733149707713705,-0.9308623570983452,1.0833445762177216,-1.1125015163245653,0.2436063938964137,-0.2741752554211928,-1.233450308839529,-0.2698709296549018,1.866243537862472}"
218,"{2.0569839330053004,0.2160517203395812,0.486722835973455,-0.1895441144666789,-0.6908216845219688,-0.4493629691195894,0.0495451962918505,0.2630578122122747,-0.0982783914404895,0.1351766620967165}"
219,"{-0.8629905782604775,1.0219472639096667,0.5501230105975492,-0.2319190939794664,2.883535156147605,-0.0334324675387711,-0.7914734646914171,-0.7245049139803288,1.005468644122321,-1.1216263756274905}"
220,"{-0.6880362686557908,-0.1526824590540225,1.76202294061598,-1.7438333982980585,-0.3712812246786739,1.4737944249343908,-0.5352315157140953,0.2652348238129798,-1.162575104622155,0.8610816559776332}"
221,"{0.2670439700546333,-1.417648402026808,0.3786105172440162,-0.403922322343442,0.4642584547995337,-1.1711783797205484,-1.886147436811155,0.0297421473695314,-1.736149140050266,0.3443097258175246}"
222,"{-0.3087727748556444,-0.7076198517927994,1.4525681996105058,0.4324166746171546,0.3420819091269894,-0.7089790016048295,0.8845913664568218,0.6168460323480774,-0.8377846806037877,-1.4133301277273844}"
223,"{1.046400565124315,0.7103710486516847,-0.264595577490594,0.1983172226312166,1.3542198153381209,0.5935108500597316,0.4802721424908764,1.7472471869267558,1.615886795632017,0.3675627524336279}"
